last_review,ma10
2019-08-19,866.4
2019-08-20,869.0
2019-08-21,928.8
2019-08-22,1003.2
2019-08-23,1116.5
2019-08-24,1127.1
2019-08-25,1118.6
2019-08-26,1045.1
2019-08-27,1012.7
2019-08-28,1034.5
2019-08-29,1040.4
2019-08-30,1145.9
2019-08-31,1139.7
2019-09-01,1082.3
2019-09-02,997.0
2019-09-03,997.4
2019-09-04,1032.5
2019-09-05,1081.4
2019-09-06,1239.6
2019-09-07,1268.5
2019-09-08,1250.5
2019-09-09,1112.1
2019-09-10,1056.3
2019-09-11,1045.1
2019-09-12,1013.5
2019-09-13,1037.7
2019-09-14,988.0
2019-09-15,937.0
2019-09-16,774.0
2019-09-17,735.2
2019-09-18,764.4
2019-09-19,807.3
2019-09-20,983.7
2019-09-21,1079.2
2019-09-22,1145.1
2019-09-23,1114.6
2019-09-24,1130.6
2019-09-25,1165.9
2019-09-26,1204.0
2019-09-27,1329.3
2019-09-28,1341.6
2019-09-29,1334.3
2019-09-30,1184.7
2019-10-01,1113.3
2019-10-02,1098.8
2019-10-03,1113.2
2019-10-04,1262.9
2019-10-05,1299.0
2019-10-06,1287.7
2019-10-07,1148.2
2019-10-08,1100.9
2019-10-09,1080.7
2019-10-10,1053.6
2019-10-11,1076.0
2019-10-12,1032.4
2019-10-13,992.6
2019-10-14,837.0
2019-10-15,794.7
2019-10-16,812.9
2019-10-17,811.1
2019-10-18,879.9
2019-10-19,883.7
2019-10-20,887.2
2019-10-21,834.3
2019-10-22,844.9
2019-10-23,862.1
2019-10-24,905.8
2019-10-25,1069.0
2019-10-26,1050.2
2019-10-27,1030.3
2019-10-28,942.4
2019-10-29,910.6
2019-10-30,885.1
2019-10-31,835.2
2019-11-01,796.2
2019-11-02,786.4
2019-11-03,687.4
2019-11-04,446.4
2019-11-05,376.7
2019-11-06,352.1
2019-11-07,328.0
2019-11-08,343.7
2019-11-09,338.5
2019-11-10,343.2
2019-11-11,315.0
2019-11-12,273.9
2019-11-13,295.3
2019-11-14,323.3
2019-11-15,419.5
2019-11-16,464.1
2019-11-17,485.6
2019-11-18,476.9
2019-11-19,494.0
2019-11-20,516.5
2019-11-21,550.5
2019-11-22,635.7
2019-11-23,650.2
2019-11-24,647.1
2019-11-25,580.9
2019-11-26,548.1
2019-11-27,554.0
2019-11-28,544.8
2019-11-29,587.1
2019-11-30,593.0
2019-12-01,563.9
2019-12-02,463.8
2019-12-03,411.0
2019-12-04,372.0
2019-12-05,324.8
2019-12-06,293.8
2019-12-07,245.5
2019-12-08,202.9
2019-12-09,113.5
2019-12-10,
2019-12-11,
2019-12-12,
2019-12-13,
2019-12-14,
2019-12-15,
2019-12-16,
2019-12-18,
2019-12-19,
