,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue Name,Venue Category,Venue Latitude,Venue Longitude,Venue City
0,Louvre,48.861000000000004,2.339,Musée du Louvre,Art Museum,48.86084691113991,2.336440086364746,Paris
1,Louvre,48.861000000000004,2.339,Monument de l'amiral Gaspard de Coligny,Outdoor Sculpture,48.86121579288225,2.33939504298951,Paris
2,Louvre,48.861000000000004,2.339,UGC Ciné Cité Les Halles,Multiplex,48.862607322486156,2.343530703189248,Paris
3,Louvre,48.861000000000004,2.339,Comédie-Française,Theater,48.863087901186134,2.336611747741699,Paris
4,Louvre,48.861000000000004,2.339,Intersport,Sporting Goods Shop,48.860796028706325,2.3412515498501967,Paris
5,Louvre,48.861000000000004,2.339,Palais Royal,Historic Site,48.86323576771446,2.3371267318725586,Paris
6,Louvre,48.861000000000004,2.339,Acne Studios,Clothing Store,48.86544796697722,2.3385786953983883,Paris
7,Louvre,48.861000000000004,2.339,Pull&Bear,Clothing Store,48.859618371770274,2.3447719711193926,Paris
8,Louvre,48.861000000000004,2.339,Fossil,Accessories Store,48.86140781949974,2.3341379049156434,Paris
9,Louvre,48.861000000000004,2.339,Monnaie de Paris,Museum,48.85683338028305,2.3390582159751068,Paris
10,Louvre,48.861000000000004,2.339,Parfois,Accessories Store,48.862276215594136,2.344653010368347,Paris
11,Louvre,48.861000000000004,2.339,Trocadero,Meeting Room,48.86446480118376,2.339052742875424,N/A
12,Louvre,48.861000000000004,2.339,Les Arts Décoratifs,Art Museum,48.863077314067475,2.333393096923828,Paris
13,Louvre,48.861000000000004,2.339,Monki,Clothing Store,48.859803436590646,2.3447932919953023,Paris
14,Louvre,48.861000000000004,2.339,Le Petit Flore,Fast Food Restaurant,48.8626999759466,2.339062170925103,Paris
15,Louvre,48.861000000000004,2.339,Bigo,French Restaurant,48.861896,2.343557,Paris
16,Louvre,48.861000000000004,2.339,Le Grand Salon,Bar,48.865353,2.3348804,Paris
17,Louvre,48.861000000000004,2.339,Le Bar Anglais,Hotel Bar,48.863648,2.332324,Paris
18,Louvre,48.861000000000004,2.339,Académie Française,Historic Site,48.85784315959794,2.3371673117519585,Paris
19,Louvre,48.861000000000004,2.339,Capitain's Bar,Lounge,48.857421,2.340854,Paris
20,Louvre,48.861000000000004,2.339,Jean-Marc Philippe,Tailor Shop,48.859576384025154,2.3444652557373047,Paris
21,Louvre,48.861000000000004,2.339,Lacoste,Clothing Store,48.861443,2.334124,París
22,Louvre,48.861000000000004,2.339,Le London,Gay Bar,48.86246721021508,2.3395943547859455,Paris
23,Louvre,48.861000000000004,2.339,Café Society,Bar,48.86356608370975,2.3330363631248474,Paris
24,Louvre,48.861000000000004,2.339,Dice Kayek,Women's Store,48.86564328405798,2.336247176143129,Paris
25,Louvre,48.861000000000004,2.339,Verjus Bar à Vins,Wine Bar,48.86630556463485,2.3374713957309723,Paris
26,Louvre,48.861000000000004,2.339,Le Musset,Bar,48.863811,2.33402,Paris
27,Louvre,48.861000000000004,2.339,Camper,Shoe Store,48.86010768,2.342756532,Paris
28,Louvre,48.861000000000004,2.339,Au Caveau Montpensier,Bar,48.86467594361872,2.3366358876228333,Paris
29,Louvre,48.861000000000004,2.339,Kong,French Restaurant,48.85920580754161,2.3430490493774414,Paris
30,Louvre,48.861000000000004,2.339,ITTS Pronetric Testing Centre,Event Space,48.862024,2.339622,N/A
31,Louvre,48.861000000000004,2.339,Show room Saint Honoré,Historic Site,48.86182174529324,2.339742466265906,Paris
32,Louvre,48.861000000000004,2.339,Galerie Think & More,Art Gallery,48.861636,2.342035,Paris
33,Louvre,48.861000000000004,2.339,Jean Remi Baudonne,Wine Bar,48.861426,2.343007,Paris
34,Louvre,48.861000000000004,2.339,Au bonheur du vin,Wine Bar,48.8610133,2.3425354,Paris
35,Louvre,48.861000000000004,2.339,Samson,Men's Store,48.862146,2.340113,N/A
36,Louvre,48.861000000000004,2.339,agnès b. voyage,Accessories Store,48.86374429816792,2.3447254300117493,Paris
37,Louvre,48.861000000000004,2.339,Musée de la Publicité,Art Museum,48.863346182074196,2.332497239112854,Paris
38,Louvre,48.861000000000004,2.339,flamingo,Lounge,48.85787449238538,2.3422103824214244,Paris
39,Louvre,48.861000000000004,2.339,Happy Dressing,Clothing Store,48.863085,2.34139,Paris
40,Louvre,48.861000000000004,2.339,Orchestra,Kids Store,48.860628002776565,2.3438685354076267,N/A
41,Louvre,48.861000000000004,2.339,24b.is,Art Gallery,48.864008,2.334283,N/A
42,Louvre,48.861000000000004,2.339,Onotes,Art Gallery,48.863234,2.33994,N/A
43,Louvre,48.861000000000004,2.339,Piasa,Art Gallery,48.85697555541992,2.335883855819702,Paris
44,Louvre,48.861000000000004,2.339,Photobooth,General Entertainment,48.86088333450222,2.345482934714837,N/A
45,Louvre,48.861000000000004,2.339,Cutlog,Art Gallery,48.862955,2.342522,Paris
46,Louvre,48.861000000000004,2.339,Lion D'Or,Nightclub,48.86169,2.341246,N/A
47,Louvre,48.861000000000004,2.339,Douceur,Other Nightlife,48.865024703669995,2.3359870129529274,N/A
48,Louvre,48.861000000000004,2.339,L'Élite,Bar,48.859889,2.342394,Paris
64,Louvre,48.861999999999995,2.338,Replay,Boutique,48.864997020128044,2.344960430335082,Paris
71,Louvre,48.861999999999995,2.338,Vivienne Westwood,Boutique,48.86427,2.333497,Paris
81,Louvre,48.861999999999995,2.338,Galerie Lumia,Art Gallery,48.86450085123375,2.3315972296132514,Paris
98,Louvre,48.858000000000004,2.342,La Conciergerie,Historic Site,48.85611,2.34492,Paris
99,Louvre,48.858000000000004,2.342,Tour Saint-Jacques,Historic Site,48.858030532545826,2.348874807357788,Paris
104,Louvre,48.858000000000004,2.342,New Balance,Shoe Store,48.86148569175546,2.3469945788383484,Paris
105,Louvre,48.858000000000004,2.342,Sneakers Lab,Shoe Store,48.86010930349167,2.3479950428009033,Paris
109,Louvre,48.858000000000004,2.342,Home Cinema,Indie Movie Theater,48.86050796508789,2.3492074012756348,N/A
111,Louvre,48.858000000000004,2.342,snipes,Clothing Store,48.861006,2.349435,Paris
112,Louvre,48.858000000000004,2.342,La Petite Mercerie,Bar,48.860233,2.3478703,Paris
115,Louvre,48.858000000000004,2.342,Undiz,Lingerie Store,48.85220437432668,2.343841642141342,Paris
116,Louvre,48.858000000000004,2.342,Cinéma Saint-André des Arts,Movie Theater,48.85338272267207,2.3420339574663225,Paris
117,Louvre,48.858000000000004,2.342,Caña en Seine,Snack Place,48.856684,2.348218,Paris
118,Louvre,48.858000000000004,2.342,Bexley,Shoe Store,48.852085,2.340959,N/A
119,Louvre,48.858000000000004,2.342,Le Bar duu Bistrot Beaubourg,Bar,48.860121,2.349809,Paris
120,Louvre,48.858000000000004,2.342,Plaque Henri IV,Historic Site,48.860301,2.34761,Paris
121,Louvre,48.858000000000004,2.342,La Crèmerie de Paris,Art Gallery,48.85996581414608,2.346356756839405,Paris
122,Louvre,48.858000000000004,2.342,Bash,Women's Store,48.857518528147885,2.348077411174017,N/A
124,Louvre,48.858000000000004,2.342,Le Lafayette,Lounge,48.86140102650103,2.346382124579219,N/A
126,Louvre,48.858000000000004,2.342,O'Sullivans Rebel bar,Pub,48.85915894772462,2.349765902229906,Paris
128,Louvre,48.858000000000004,2.342,Le Dernier Bar avant la Fin du Monde,Bar,48.857970532781664,2.346152365207672,Paris
129,Louvre,48.858000000000004,2.342,L'Avant Comptoir,Wine Bar,48.85203883164107,2.3388125002384186,Paris
130,Louvre,48.858000000000004,2.342,Café du Châtelet,Café,48.8585470820035,2.3473785175672486,Paris
131,Louvre,48.858000000000004,2.342,Great Canadian Pub,Sports Bar,48.854336999441145,2.343121711938277,Paris
132,Louvre,48.858000000000004,2.342,Club Banana Café,Cocktail Bar,48.86017547687045,2.3475967347621918,Paris
133,Louvre,48.858000000000004,2.342,Le Hibou,French Restaurant,48.851642,2.338518,Paris
137,Louvre,48.858000000000004,2.342,Remixx,Men's Store,48.860311,2.34828,Paris
138,Louvre,48.858000000000004,2.342,The Green Linnet,Pub,48.85728556209316,2.3496002845835307,Paris
140,Louvre,48.858000000000004,2.342,Galerie Berthet-Aittouarès,Art Gallery,48.85439512289227,2.337019443511963,Paris
142,Louvre,48.858000000000004,2.342,Madox,Shoe Store,48.860134,2.348228,Paris
144,Louvre,48.858000000000004,2.342,Galerie Arteconte,Art Gallery,48.854496,2.340949,N/A
155,Louvre,48.858999999999995,2.34,Coton Doux,Men's Store,48.85426754305536,2.337901745474937,Paris
160,Louvre,48.858999999999995,2.34,Galerie Lara Vincy,Art Gallery,48.85536552403276,2.3368113068507315,N/A
161,Louvre,48.858999999999995,2.34,Galerie Frédéric Got,Art Gallery,48.85566996502764,2.3367330172925245,Paris
168,Louvre,48.858999999999995,2.34,Galerie Jeanne Bucher,Art Gallery,48.85483805523101,2.3370681477642985,Paris
169,Louvre,48.858999999999995,2.34,SpArtS,Art Gallery,48.85550695095613,2.3371803760528564,Paris
175,Louvre,48.858999999999995,2.34,Chez Jolie,Wine Bar,48.8552901678608,2.3397778469972534,Paris
180,Louvre,48.858999999999995,2.34,Samaudre Espace Marketing,Meeting Room,48.85926,2.346555,N/A
190,Louvre,48.858999999999995,2.34,Bar Foyer Nijinsky,Bar,48.85791419341268,2.346732236663323,Paris
198,Louvre,48.864,2.333,Charvet,Men's Store,48.868312152527395,2.3302816660179584,Paris
202,Louvre,48.864,2.333,Au Petit Bar,Bar,48.86545682312224,2.329162132390585,Paris
204,Louvre,48.864,2.333,Dsquared,Men's Store,48.86694463397141,2.3272897303104396,Paris
209,Louvre,48.864,2.333,Chanel,Boutique,48.867050309458,2.331261076878943,Paris
210,Louvre,48.864,2.333,Patek Philippe,Accessories Store,48.86736109785012,2.3297145031554343,Paris
211,Louvre,48.864,2.333,Marronnier du 20 mars,Tree,48.863246707697,2.328822612762451,Paris
213,Louvre,48.864,2.333,Vanessa Seward,Boutique,48.866496,2.328951,N/A
214,Louvre,48.864,2.333,"Exposition Royaumes oubliés, de l'Empire hittite aux Araméens",Exhibit,48.860714,2.3369749,Paris
216,Louvre,48.864,2.333,Terrasse Skandinave,Café,48.86588296385981,2.3272356891034067,Paris
218,Louvre,48.864,2.333,Piquadro,Accessories Store,48.86560328599125,2.330708891540315,Paris
219,Louvre,48.864,2.333,8 Valois Paris,Public Art,48.86259757683063,2.338290749041832,Paris
221,Louvre,48.864,2.333,Take-Two Interactive France,General Entertainment,48.86637615388024,2.32841017029905,Paris
223,Louvre,48.864,2.333,Morgan,Clothing Store,48.86524577,2.33440981,Chambéry
229,Louvre,48.864,2.333,Albaladejo,Shoe Store,48.86388566477929,2.3352018297639154,Paris
230,Louvre,48.864,2.333,Hotel Lulli,Historic Site,48.868747374256394,2.3349711271012454,Paris
231,Louvre,48.864,2.333,Parosh,Women's Store,48.865054,2.338587,Paris
232,Louvre,48.864,2.333,Lucien Pellat-Finet,Women's Store,48.86645600625003,2.3290509860398854,Paris
233,Louvre,48.864,2.333,Notify,Clothing Store,48.8660594847902,2.3295134814773477,N/A
234,Louvre,48.864,2.333,Princesse Tam Tam,Lingerie Store,48.86575597438617,2.3309207466565667,Paris
235,Louvre,48.864,2.333,Le Gaillon,Café,48.86884558103091,2.33436435834087,Paris
237,Louvre,48.864,2.333,Croatian Quality,Art Gallery,48.862751,2.336701,Paris
238,Louvre,48.864,2.333,Bruno et Bruno,Art Gallery,48.8674,2.33601,Paris
239,Louvre,48.864,2.333,agnès b,Women's Store,48.868260609844754,2.332100893810233,Paris
240,Louvre,48.864,2.333,Atelier du Pelican,Art Gallery,48.86361,2.340009,Paris
241,Louvre,48.864,2.333,Usagi,Art Gallery,48.866555,2.333197,N/A
243,Bourse,48.867,2.346,Le Corridor,Tapas Restaurant,48.86625069127572,2.347631442086275,Paris
244,Bourse,48.867,2.346,Brew Unique,Brewery,48.868778310137714,2.34764306139859,Paris
245,Bourse,48.867,2.346,Shinzo,Shoe Store,48.864802704312616,2.3457239889828,Paris
247,Bourse,48.867,2.346,Le Grand Rex,Indie Movie Theater,48.870470106609815,2.3476409912109375,Paris
248,Bourse,48.867,2.346,Sof's bar,Bar,48.8661890418623,2.3480551838378876,Paris
249,Bourse,48.867,2.346,Celio*,Men's Store,48.86135,2.34723,Paris
253,Bourse,48.867,2.346,Envie de Fraise,Women's Store,48.868544803143095,2.349715294626997,Paris
254,Bourse,48.867,2.346,Mellow Yellow Turbigo,Clothing Store,48.8645678,2.352584,Paris
256,Bourse,48.867,2.346,alé,Clothing Store,48.864808521429154,2.3493795951758396,Paris
257,Bourse,48.867,2.346,Salsalianza,Dance Studio,48.871091435612676,2.345244372064968,Paris
258,Bourse,48.867,2.346,Shinzo Sport Us,Shoe Store,48.86493,2.345783,Paris
259,Bourse,48.867,2.346,G.Kero,Clothing Store,48.869903,2.34527,Paris
260,Bourse,48.867,2.346,Bee's Shoes,Shoe Store,48.869964810820555,2.345519955928523,Paris
261,Bourse,48.867,2.346,Les Impertinentes,Clothing Store,48.864816,2.347242,Paris
262,Bourse,48.867,2.346,H&M,Clothing Store,48.862082114915275,2.3477268218994145,Paris
264,Bourse,48.867,2.346,Galerie EOF,Art Gallery,48.87048774919968,2.345409393310547,Paris
265,Bourse,48.867,2.346,Vivienne Westwood Showroom,Boutique,48.8673927450744,2.3424440037600704,Paris
266,Bourse,48.867,2.346,Église Saint-Nicolas-des-Champs,Church,48.86565000471493,2.353564812529959,Paris
267,Bourse,48.867,2.346,In)( between Art Gallery,Art Gallery,48.8657,2.3534,Paris
268,Bourse,48.867,2.346,Aldo,Shoe Store,48.87139786490248,2.3444522852535354,Paris
269,Bourse,48.867,2.346,Chevignon,Clothing Store,48.864386570752245,2.347233295440674,Paris
270,Bourse,48.867,2.346,Tamaris,Shoe Store,48.861919,2.347438,Paris
272,Bourse,48.867,2.346,Baron Samedi,Bar,48.865375865312195,2.352627714199836,Paris
273,Bourse,48.867,2.346,Yellow Stone,Accessories Store,48.8619783,2.348760900000002,Paris
274,Bourse,48.867,2.346,Reset Bar,Gaming Cafe,48.86335202701483,2.348312884569168,Paris
275,Bourse,48.867,2.346,Nike Store,Sporting Goods Shop,48.8612474,2.3474898,Paris
276,Bourse,48.867,2.346,Showroom MySuelly,Accessories Store,48.865781,2.346095,Paris
277,Bourse,48.867,2.346,Brenda & Lucy,General Entertainment,48.865582,2.349686,Paris
278,Bourse,48.867,2.346,Nathalie Durieux,Women's Store,48.868177,2.339679,Paris
280,Bourse,48.867,2.346,Zine Fashion Store,Men's Store,48.86361000326619,2.352829724550247,Paris
282,Bourse,48.867,2.346,Kaem,Accessories Store,48.863649015269225,2.345860004425049,Paris
283,Bourse,48.867,2.346,baag.fr,Accessories Store,48.87036072241377,2.3414719104766846,Paris
284,Bourse,48.867,2.346,Palais Brongniart,Event Space,48.869153951863325,2.3413431644439697,Paris
285,Bourse,48.867,2.346,La Lambada café,Bar,48.86529901815027,2.3506824683657843,Paris
287,Bourse,48.867,2.346,Barbara Bui,Clothing Store,48.864360657265046,2.3478567488591837,Paris
288,Bourse,48.867,2.346,Le 222,Bar,48.86896557251333,2.3396419733051315,Paris
289,Bourse,48.867,2.346,Siste's,Women's Store,48.86756534939037,2.3506987970032096,N/A
291,Bourse,48.867,2.346,Le Petit Coin du 3eme,Water Park,48.869557,2.347224,Paris
292,Bourse,48.867,2.346,Au Père Tranquille,Coffee Shop,48.86219331613404,2.3483604566635705,Paris
293,Bourse,48.87,2.329,L'Olympia,Concert Hall,48.870212,2.328331,Paris
294,Bourse,48.87,2.329,Opéra Garnier,Opera House,48.872124954463864,2.331708669662475,Paris
296,Bourse,48.87,2.329,Jimmy Choo,Shoe Store,48.86746404926818,2.3264582455158234,Paris
297,Bourse,48.87,2.329,GAP,Clothing Store,48.8733965,2.3272818,Paris
298,Bourse,48.87,2.329,Minelli,Shoe Store,48.8739077458322,2.327865368749144,Paris
299,Bourse,48.87,2.329,René Caovilla,Shoe Store,48.86881608617992,2.321215867996216,Paris
300,Bourse,48.87,2.329,Café Coton,Men's Store,48.87303,2.32699,Paris
301,Bourse,48.87,2.329,Valentino,Women's Store,48.868862506637285,2.320902193865777,Paris
302,Bourse,48.87,2.329,Marilyn,Lounge,48.871387,2.328015,Paris
305,Bourse,48.87,2.329,Le Cube Bar,Wine Bar,48.87340768788644,2.331638258112115,Paris
306,Bourse,48.87,2.329,Le Select Vignon,Bar,48.870942031092994,2.3262173291230592,Paris
307,Bourse,48.87,2.329,COS,Boutique,48.87148954876524,2.325502701382115,Paris
310,Bourse,48.87,2.329,Baby Gap,Kids Store,48.873695203759084,2.327242232041997,N/A
311,Bourse,48.87,2.329,Académie Nationale de Musique,Historic Site,48.87112287829175,2.331461906433105,Paris
312,Bourse,48.87,2.329,Loro Piana,Boutique,48.86866605789991,2.3227040684811127,Paris
315,Bourse,48.87,2.329,Marina Rinaldi,Clothing Store,48.86849019927658,2.3231854654118296,Paris
317,Bourse,48.87,2.329,La Perla,Lingerie Store,48.8688044726211,2.321911542413905,Paris
322,Bourse,48.87,2.329,Maison Margiela,Boutique,48.871659409044135,2.3281068595112475,Paris
323,Bourse,48.87,2.329,Caroll,Women's Store,48.87513635484438,2.3273715376853943,Paris
324,Bourse,48.87,2.329,OAF - Outsider Art Fair Paris,Art Gallery,48.87088369209034,2.3354673013229403,Paris
325,Bourse,48.87,2.329,François Félix,Wine Bar,48.86795051088406,2.3213555668109156,Paris
326,Bourse,48.87,2.329,UGC Opéra,Multiplex,48.871386,2.335294,Paris
327,Bourse,48.87,2.329,Lorna Jane Corner,Women's Store,48.873646527230456,2.332239277557175,Paris
328,Bourse,48.87,2.329,Le Kiosque Théâtre,General Entertainment,48.87052690664593,2.32409895775424,Paris
329,Bourse,48.87,2.329,Popers,Indie Movie Theater,48.87178584646326,2.3281776196326236,N/A
330,Bourse,48.87,2.329,Himyb5,Movie Theater,48.86982345581055,2.328023910522461,N/A
331,Bourse,48.87,2.329,DPAM,Kids Store,48.872999797524535,2.327568680047989,Paris
332,Bourse,48.87,2.329,Le Mathurin Hôtel & Spa - Paris,Hotel,48.8734368351669,2.3237562544958603,Paris
333,Bourse,48.87,2.329,L'atelier Jeannine Gilleta,Art Gallery,48.87140182900438,2.3350248932420894,Paris
334,Bourse,48.87,2.329,Ulla Popken,Women's Store,48.87290472520506,2.3345692455768585,Paris
336,Bourse,48.87,2.329,Maje,Women's Store,48.86958692266429,2.3259795668871606,Paris
339,Bourse,48.87,2.329,Offenbach Jacques house,Historic Site,48.870764,2.333041,Paris
343,Bourse,48.87,2.345,Le Brébant,Bistro,48.87162391888656,2.3433709144592285,Paris
345,Bourse,48.87,2.345,Café Oz,Bar,48.871619012160856,2.3424588461699645,Paris
346,Bourse,48.87,2.345,Les Causeurs,Bar,48.870667,2.3428907,Paris
348,Bourse,48.87,2.345,La Tête dans les Nuages,Arcade,48.871881819516894,2.339288154982073,Paris
349,Bourse,48.87,2.345,Hypnose Cocktail Bar,Cocktail Bar,48.874289075360196,2.345334326967025,Paris
350,Bourse,48.87,2.345,Le Klink,Bar,48.87578,2.344507,Paris
354,Bourse,48.87,2.345,Théâtre Trévise,Theater,48.87358779987038,2.3455224245844457,Paris
356,Bourse,48.87,2.345,La Cave Drouot,Wine Bar,48.8729455637634,2.3405352019860532,Paris
358,Bourse,48.87,2.345,Nautilus,Beer Bar,48.875656,2.341855,Paris
360,Bourse,48.87,2.345,Les 2 Lutins,Shoe Store,48.87056708625881,2.3390864806161513,Paris
361,Bourse,48.87,2.345,Beverly Cinema Club,Comedy Club,48.86995267708295,2.3485392212144087,N/A
363,Bourse,48.87,2.345,Honesty Bar,Bar,48.870786966587126,2.3372822999954224,Paris
365,Bourse,48.87,2.345,Hôtel Peyris Opera,Hotel Bar,48.873944029714934,2.3469733368336065,75009
366,Bourse,48.87,2.345,Café Trisha,Dive Bar,48.87207704535899,2.3499248921871185,Paris
367,Bourse,48.87,2.345,cegos Victoire s,Club House,48.87517882930778,2.341802309100658,Paris
368,Bourse,48.87,2.345,Boteco,Brazilian Restaurant,48.87193,2.3483474,Paris
369,Bourse,48.87,2.345,Theatre Trevise,Music Venue,48.8735128,2.3452616,Paris
370,Bourse,48.87,2.345,Cercle Cadet,Casino,48.87462204477463,2.3433347755546445,Paris
371,Bourse,48.87,2.345,Café Le Baron,French Restaurant,48.87574102308958,2.3405304680641112,Paris
372,Bourse,48.87,2.345,Indiana Café – Richelieu Drouot,Latin American Restaurant,48.871907617026146,2.340688982541128,Paris
373,Bourse,48.87,2.345,35 Tours,Wine Bar,48.8661083452702,2.3483865365643073,Paris
374,Bourse,48.87,2.345,La Serena,Cocktail Bar,48.870820493332005,2.3393806705183127,Paris
375,Bourse,48.87,2.345,Maison des musiques & arts interculturels,Dance Studio,48.87368277295368,2.3505952233221032,Paris 10 Entrepôt
379,Bourse,48.87,2.345,Consumer Recreation Services,General Entertainment,48.871715658170345,2.3424482345581055,Paris
381,Bourse,48.87,2.345,Space Invader,Street Art,48.87298781505388,2.3431105801642196,Paris
382,Bourse,48.87,2.345,la conserverie,Bar,48.87440355501156,2.3439263205563923,Paris
383,Bourse,48.87,2.345,Les Others,General Entertainment,48.873524583217495,2.3424039207188003,N/A
384,Bourse,48.87,2.345,Nao do Brasil,Shoe Store,48.87313499570936,2.3431485998454042,Paris
387,Bourse,48.87,2.345,Someplace,Other Nightlife,48.876266,2.340541,N/A
401,Bourse,48.871,2.3409999999999997,Roof Top Lounge,Hotel Bar,48.87255190261385,2.336519643461361,Paris
411,Bourse,48.871,2.3409999999999997,Martini Bar,Lounge,48.87489569146567,2.3384953401913506,Paris
419,Bourse,48.871,2.3409999999999997,Jean-Paul Gaultier,Men's Store,48.86727636630099,2.338895985457363,Paris
426,Bourse,48.871,2.3409999999999997,LeDiscolab.fr,General Entertainment,48.873331375730515,2.336143382976751,N/A
436,Bourse,48.864,2.351,Centre Pompidou – Musée National d'Art Moderne,Art Museum,48.860729707273954,2.351660414040774,Paris
440,Bourse,48.864,2.351,Musée des Arts et Métiers,Museum,48.865878382462334,2.355548438087723,Paris
449,Bourse,48.864,2.351,The Style,Speakeasy,48.85970919025921,2.3506403982074753,Paris
450,Bourse,48.864,2.351,Bowling,Bowling Alley,48.86417119778332,2.3571259619366502,Paris
452,Bourse,48.864,2.351,Osteria Del Vino @ Eataly Paris Marais,Wine Bar,48.858543,2.3544545,Paris
453,Bourse,48.864,2.351,Optic Par Previfrance,Accessories Store,48.863844,2.354927,N/A
459,Bourse,48.864,2.351,Le Like Bar,Gay Bar,48.859283,2.3549464,Paris
464,Bourse,48.864,2.351,La Braque,Restaurant,48.861156,2.356079,Paris
465,Bourse,48.864,2.351,Footpatrol Paris,Shoe Store,48.8598355,2.3542293,Paris
466,Bourse,48.864,2.351,Luminor Hôtel de Ville,Indie Movie Theater,48.85865387361883,2.353498070634867,Paris
467,Bourse,48.864,2.351,Under Construction Gallery,Art Gallery,48.863551,2.356944,Paris
471,Bourse,48.864,2.351,Cosmopolite,Clothing Store,48.85882039722196,2.3536017482545013,Paris
472,Bourse,48.864,2.351,Galerie Art Present,Art Gallery,48.862184,2.351129,N/A
477,Bourse,48.864,2.351,Bubble Bobble - PixelArt,Street Art,48.860532,2.355031,Paris
479,Bourse,48.864,2.351,Galerie Nivet-Carzon,Art Gallery,48.86036990473812,2.35477348106274,Paris
480,Bourse,48.864,2.351,Buzz,Gay Bar,48.860573059644736,2.354455417917015,Paris
481,Bourse,48.864,2.351,United We Art,Art Gallery,48.86769966260234,2.354860175972261,N/A
482,Bourse,48.864,2.351,Orel Art,Art Gallery,48.86038442399212,2.350916008789383,Paris
483,Bourse,48.864,2.351,Club 90bis,Other Nightlife,48.85973739206383,2.351201528453474,Paris
484,Bourse,48.864,2.351,Bodega Films,Club House,48.867868909223596,2.3553193501760523,N/A
485,Batignolles-Monceau,48.896,2.318,Le 95,Bistro,48.895968,2.318228,Paris
486,Batignolles-Monceau,48.896,2.318,Holodeck,Amphitheater,48.8967,2.3183546,Paris
487,Batignolles-Monceau,48.896,2.318,Lothlórien,Meeting Room,48.896515,2.3187637,Paris
488,Batignolles-Monceau,48.896,2.318,Conservatoire du 17ème,Performing Arts Venue,48.895031412159014,2.320569604879633,Paris
489,Batignolles-Monceau,48.896,2.318,Café du Théâtre,Diner,48.89457741389711,2.3192773063127023,Paris
490,Batignolles-Monceau,48.896,2.318,Octopussy Bar,Bar,48.89257565876033,2.3248051193288015,Paris
491,Batignolles-Monceau,48.896,2.318,Le Theatro,Hookah Bar,48.89369584037121,2.311169486375631,Paris
492,Batignolles-Monceau,48.896,2.318,Le Refuge des Moines,Restaurant,48.89182655423195,2.321935392883165,Paris
493,Batignolles-Monceau,48.896,2.318,Stade Léon Biancotto,Stadium,48.89609117418628,2.311769127845764,Paris
494,Batignolles-Monceau,48.896,2.318,GameCave,Casino,48.890961,2.3192833444444445,Paris
495,Batignolles-Monceau,48.896,2.318,Mora,Café,48.893627,2.3223424,Paris
496,Batignolles-Monceau,48.896,2.318,Irène et Bernard,Restaurant,48.89373941206808,2.32217911680039,Paris
497,Batignolles-Monceau,48.896,2.318,Le Must,Bar,48.894346,2.320566,Paris
498,Batignolles-Monceau,48.896,2.318,Aux Rigolos,Bar,48.89315746643676,2.317067935303272,Paris
499,Batignolles-Monceau,48.896,2.318,Chez Leboucher,Indie Movie Theater,48.894605,2.316606,N/A
500,Batignolles-Monceau,48.896,2.318,La Timballe,Speakeasy,48.892813893085005,2.316394147163356,Paris
501,Batignolles-Monceau,48.896,2.318,Hotel Ibis Bar,Cocktail Bar,48.89246368207457,2.315244613035065,N/A
502,Batignolles-Monceau,48.896,2.318,Bistrot Du Marche,Bar,48.901875,2.31477,Clichy
503,Batignolles-Monceau,48.896,2.318,Le Môqueeet,Speakeasy,48.893414,2.32465,Paris
504,Batignolles-Monceau,48.896,2.318,Achéfab,Lounge,48.89059995546906,2.3203297410123156,Paris
505,Batignolles-Monceau,48.896,2.318,Chaussures Lucky,Shoe Store,48.8896886997935,2.3218785006831646,Paris
506,Batignolles-Monceau,48.896,2.318,La Palmeraie,Hookah Bar,48.891055,2.31947,Paris
507,Batignolles-Monceau,48.896,2.318,Le Mistral,Bar,48.89253866638818,2.3248406099088386,N/A
508,Batignolles-Monceau,48.896,2.318,le postal,Bar,48.89059815248846,2.320664610953616,N/A
509,Batignolles-Monceau,48.896,2.318,Pressing Brochant,Boutique,48.89057682945715,2.320256452695789,Paris
510,Batignolles-Monceau,48.896,2.318,Singing Studio,Karaoke Bar,48.899037,2.321648,Paris
511,Batignolles-Monceau,48.896,2.318,Le Futur,Bar,48.90168418762783,2.3176666027446466,Clichy
512,Batignolles-Monceau,48.896,2.318,La Guigne,Event Space,48.892031,2.320508,N/A
513,Batignolles-Monceau,48.896,2.318,70 rue Pouchet,Residential Building (Apartment / Condo),48.8958712598414,2.3218526418094645,Paris
514,Batignolles-Monceau,48.896,2.318,@Rodz',Performing Arts Venue,48.892601,2.318409,Paris
515,Batignolles-Monceau,48.896,2.318,brasserie le sarrola,Brewery,48.89706039428711,2.317671775817871,N/A
516,Batignolles-Monceau,48.896,2.318,Youboox,General Entertainment,48.89231827044901,2.3200144234459374,N/A
517,Batignolles-Monceau,48.896,2.318,Le Mont Batcha,Bar,48.89277292492967,2.316723307558708,N/A
518,Batignolles-Monceau,48.896,2.318,76 rue Pouchet,Dive Bar,48.89633191381039,2.3220181263226007,Paris
519,Batignolles-Monceau,48.896,2.318,Opéra en Plein Air,Comedy Club,48.89845271125348,2.3116943787456035,Paris
520,Batignolles-Monceau,48.896,2.318,Surikate@Salle de pause,Arcade,48.901119791383515,2.3190477096011586,N/A
521,Batignolles-Monceau,48.896,2.318,L'Oréal DigitALL Show,Event Space,48.901581876640506,2.321052229921392,Saint-Ouen
